نام شرکت تولید کننده,نام شرکت تامین کننده,نام صاحب برند,توزیع کننده,کشور تولید  کننده,نام برند,نام لاتین برند,نام ژنریک,نام ماده موثره, تعداد فروش (بسته) , تعداد در بسته , فروش عددی , فروش ریالی مصرف کننده ,کد ژنریک,OTC,بیولوژیک,ATC Code,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,آلپرازولام   قرص خوراکی 0.5 mg,ALPRAZOLAM   TABLET ORAL 0.5 mg,ALPRAZOLAM TABLET ORAL 0.5 mg,ALPRAZOLAM," 6,456 ", 30 ," 193,680 "," 280,836,000 ",40,0,0,N05BA12,,
Fatak Chemie Pars Pharmaceutical Co.,پارس بهروزان جم,پارس بهروزان جم,سینا پخش صبا,ایران,اورسوداکسی کولیک اسید   کپسول خوراکی 300 mg  mg,URSODEOXYCHOLIC ACID   CAPSULE ORAL 300 mg  mg,URSODEOXYCHOLIC ACID CAPSULE ORAL 300 mg,URSODEOXYCHOLIC ACID, 334 , 60 ," 20,040 "," 280,560,000 ",2497,0,0,A05AA02,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,پارکیسول   قرص خوراکی 1 mg,PARKISOL   TABLET ORAL 1 mg,PRAMIPEXOLE DIHYDROCHLORIDE TABLET ORAL 1 mg,PRAMIPEXOLE DIHYDROCHLORIDE, 898 , 30 ," 26,940 "," 280,176,000 ",6050,0,0,N04BC05,,
Sobhandarou,سبحان دارو,سبحان دارو,سینا پخش صبا,ایران,امپرازول   کپسول (پلت های انتریک کوتد) خوراکی 20 mg,"OMEPRAZOLE   CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg","OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",OMEPRAZOLE," 2,000 ", 28 ," 56,000 "," 280,000,000 ",931,1,0,A02BC01,,
Avicenna Laboratories Inc.,داروسازی اوه سینا,داروسازی اوه سینا,سینا پخش صبا,ایران,دیکلوفناک سدیم   کپسول پیوسته رهش خوراکی 100 mg,"DICLOFENAC SODIUM   CAPSULE, EXTENDED RELEASE ORAL 100 mg","DICLOFENAC SODIUM CAPSULE, EXTENDED RELEASE ORAL 100 mg",DICLOFENAC SODIUM, 706 , 90 ," 63,540 "," 273,222,000 ",1993,0,0,M01AB05,,
,داروسازی زهراوی,,سینا پخش صبا,ایران,مونته لوکاست 10   قرص خوراکی 10 mg,MONTELUKAST (ZAHRAVI) 10MG  TAB   TABLET ORAL 10 mg,MONTELUKAST TABLET ORAL 10 mg,MONTELUKAST," 2,030 ", 28 ," 56,840 "," 272,832,000 ",6043,0,0,R03DC03,,
Daana Pharma,داروسازی دانا,داروسازی دانا,سینا پخش صبا,ایران,ژلوفن   کپسول حاوی مایع خوراکی 200 mg,"GELOFEN   CAPSULE, LIQUID FILLED ORAL 200 mg","IBUPROFEN CAPSULE, LIQUID FILLED ORAL 200 mg",IBUPROFEN," 1,513 ", 20 ," 30,260 "," 272,340,000 ",7190,1,0,M01AE01,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,دکسترومتورفان   شربت خوراکی 15 mg/5mL 60 mL,DEXTROMETHORPHAN   SYRUP ORAL 15 mg/5mL 60 mL,DEXTROMETHORPHAN HYDROBROMIDE SYRUP ORAL 15 mg/5mL 60 mL,DEXTROMETHORPHAN HYDROBROMIDE," 2,686 ", 1 ," 2,686 "," 268,600,000 ",405,1,0,R05DA09,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,ستادین-دی   شربت خوراکی 160 mg/12.5 mg/2.5 mg/5mL 200 mL,CETADIN-D   SYRUP ORAL 160 mg/12.5 mg/2.5 mg/5mL 200 mL,ACETAMINOPHEN / DIPHENHYDRAMINE / PHENYLEPHRINE SYRUP ORAL 160 mg/12.5 mg/2.5 mg/5mL 200 mL,ACETAMINOPHEN / DIPHENHYDRAMINE / PHENYLEPHRINE," 1,064 ", 1 ," 1,064 "," 266,000,000 ",52274,1,0,R05X,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,رهامت   قرص خوراکی 1000 mg,RAHAMET   TABLET ORAL 1000 mg,METFORMIN HYDROCHLORIDE TABLET ORAL 1000 mg,METFORMIN HYDROCHLORIDE," 2,524 ", 30 ," 75,720 "," 265,020,000 ",10915,0,0,A10BA02,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,آتورواستاتین   قرص خوراکی 20 mg,ATORVASTATIN   TABLET ORAL 20 mg,ATORVASTATIN (AS CALCIUM) TABLET ORAL 20 mg,ATORVASTATIN (AS CALCIUM)," 2,932 ", 30 ," 87,960 "," 261,241,200 ",1911,0,0,C10AA05,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,ولدیک   قرص انتریک کوتد خوراکی 50 mg,"VOLDIC   TABLET, DELAYED RELEASE ORAL 50 mg","DICLOFENAC SODIUM TABLET, DELAYED RELEASE ORAL 50 mg",DICLOFENAC SODIUM," 4,567 ", 30 ," 137,010 "," 256,208,700 ",2041,0,0,M01AB05,,
,داروسازی زهراوی,,سینا پخش صبا,ایران,متوکلوپرامید   تزریقی پرنترال 5 mg/1mL 2,METOCLOPRAMIDE (ZAHRAVI) 10MG/2ML  AMP   INJECTION PARENTERAL 5 mg/1mL 2,METOCLOPRAMIDE INJECTION PARENTERAL 5 mg/1mL 2 mL,METOCLOPRAMIDE, 888 , 10 ," 8,880 "," 253,080,000 ",839,0,0,A03FA01,,
Iran Najo,سینا پیشگام دارو نوین,سینا پیشگام دارو نوین,سینا پخش صبا,ایران,اس-امپراسین   کپسول انتریک کوتد خوراکی 40 mg,"S-OMEPRASIN   CAPSULE, DELAYED RELEASE ORAL 40 mg","ESOMEPRAZOLE CAPSULE, DELAYED RELEASE ORAL 40 mg",ESOMEPRAZOLE," 2,505 ", 14 ," 35,070 "," 252,504,000 ",13974,0,0,A02BC05,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,ستادین-جی   شربت خوراکی 125 mg/50 mg/2.5 mg/5mL 200 mL,CETADIN-G   SYRUP ORAL 125 mg/50 mg/2.5 mg/5mL 200 mL,ACETAMINOPHEN / GUAIFENESIN / PHENYLEPHRINE SYRUP ORAL 125 mg/50 mg/2.5 mg/5mL 200 mL,ACETAMINOPHEN / GUAIFENESIN / PHENYLEPHRINE," 1,005 ", 1 ," 1,005 "," 251,250,000 ",52271,1,0,R05X,,
Pharmachemie,فارماشیمی,فارماشیمی,سینا پخش صبا,ایران,سیلدنافیل فارما   قرص خوراکی 50 mg,SILDENAFIL PHARMA   TABLET ORAL 50 mg,SILDENAFIL (AS CITRATE) TABLET ORAL 50 mg,SILDENAFIL (AS CITRATE)," 13,916 ", 4 ," 55,664 "," 250,488,000 ",1781,0,0,G04BE03,,
Fanavarihaye Novin Darouie Atieh,کشت و فرآوری مهرسا داروی یاسین,کشت و فرآوری مهرسا داروی یاسین,سینا پخش صبا,ایران,اودین   قرص خوراکی 4 mg,ODEEN   TABLET ORAL 4 mg,ONDANSETRON TABLET ORAL 4 mg,ONDANSETRON," 2,497 ", 40 ," 99,880 "," 249,700,000 ",2093,0,0,A04AA01,,
,داروسازی زهراوی,داروسازی زهراوی,سینا پخش صبا,ایران,لیپاستین® 10   قرص خوراکی 10 mg,LIPASTIN® 10MG TAB   TABLET ORAL 10 mg,ATORVASTATIN (AS CALCIUM) TABLET ORAL 10 mg,ATORVASTATIN (AS CALCIUM)," 3,175 ", 30 ," 95,250 "," 247,650,000 ",1910,0,0,C10AA05,,
Iran Avandfar,ایران آوند فر,ایران آوند فر,سینا پخش صبا,ایران,آفیژیل   شیاف واژینال 500 mg,AFIGYLE   SUPPOSITORY VAGINAL 500 mg,METRONIDAZOLE SUPPOSITORY VAGINAL 500 mg,METRONIDAZOLE," 2,058 ", 10 ," 20,580 "," 246,960,000 ",12912,0,0,G01AF01,,
Mina Pharmaceutical&cosmetics Laboratory,لابراتوار دارو سازی آرایشی و بهداشتی مینا سهامی,لابراتوار دارو سازی آرایشی و بهداشتی مینا سهامی,سینا پخش صبا,ایران,ماینوکسیدیل   محلول موضعی 20 mg/1mL 60 mL,MINOXIDIL   SOLUTION TOPICAL 20 mg/1mL 60 mL,MINOXIDIL SOLUTION TOPICAL 20 mg/1mL 60 mL,MINOXIDIL, 930 , 1 , 930 ," 241,800,000 ",856,1,0,D11AX01,,
Osvah Pharmaceutical Co.,دارو سازی اسوه,دارو سازی اسوه,سینا پخش صبا,ایران,فنوفیبرات   کپسول خوراکی 200 mg,FENOFIBRATE   CAPSULE ORAL 200 mg,FENOFIBRATE CAPSULE ORAL 200 mg,FENOFIBRATE," 2,000 ", 30 ," 60,000 "," 240,000,000 ",5992,0,0,C10AB05,,
Pharmachemie,فارماشیمی,فارماشیمی,سینا پخش صبا,ایران,ناپروکسن   شیاف مقعدی 500 mg,NAPROXEN   SUPPOSITORY RECTAL 500 mg,NAPROXEN SUPPOSITORY RECTAL 500 mg,NAPROXEN," 4,025 ", 5 ," 20,125 "," 233,450,000 ",2076,0,0,M01AE02,,
,داروسازی زهراوی,,سینا پخش صبا,ایران,زانیفد® 10   کپسول حاوی مایع خوراکی 10 mg,"ZANIFED® 10MG PEARL   CAPSULE, LIQUID FILLED ORAL 10 mg","NIFEDIPINE CAPSULE, LIQUID FILLED ORAL 10 mg",NIFEDIPINE," 1,553 ", 100 ," 155,300 "," 232,950,000 ",902,0,0,C08CA05,,
Daana Pharma,داروسازی دانا,داروسازی دانا,سینا پخش صبا,ایران,نیتروگلیسرین   قرص پیوسته رهش خوراکی 2.6 mg,"NITROGLYCERIN   TABLET, EXTENDED RELEASE ORAL 2.6 mg","NITROGLYCERIN TABLET, EXTENDED RELEASE ORAL 2.6 mg",NITROGLYCERIN," 1,374 ", 50 ," 68,700 "," 232,206,000 ",913,0,0,C01DA02,,
Pars Darou,پارس دارو,پارس دارو,سینا پخش صبا,ایران,بتامتازون   پماد موضعی 0.1 % 15 g,BETAMETHASONE   OINTMENT TOPICAL 0.1 % 15 g,BETAMETHASONE (AS VALERATE) OINTMENT TOPICAL 0.1 % 15 g,BETAMETHASONE (AS VALERATE)," 4,043 ", 1 ," 4,043 "," 230,451,000 ",160,0,0,D07AC01,,
Pars Darou,پارس دارو,پارس دارو,سینا پخش صبا,ایران,نیستاتین   قرص واژینال 100000 [iU],NYSTATIN   TABLET VAGINAL 100000 [iU],NYSTATIN TABLET VAGINAL 100000 [iU],NYSTATIN," 2,269 ", 14 ," 31,766 "," 225,538,600 ",924,0,0,G01AA01,,
Sepidaj Pharmaceutical Company,دارو سازی سپیداج,دارو سازی سپیداج,سینا پخش صبا,ایران,اریترومایسین-سپیداج   محلول موضعی 4 % 60 mL,ERYTHROMYCIN-SEPIDAJ   SOLUTION TOPICAL 4 % 60 mL,ERYTHROMYCIN SOLUTION TOPICAL 4 % 60 mL,ERYTHROMYCIN," 2,241 ", 1 ," 2,241 "," 224,100,000 ",2430,0,0,D10AF02,,
Pars Darou,پارس دارو,پارس دارو,سینا پخش صبا,ایران,آمی تریپتیلین   قرص خوراکی 10 mg,AMITRIPTYLINE   TABLET ORAL 10 mg,AMITRIPTYLINE HYDROCHLORIDE TABLET ORAL 10 mg,AMITRIPTYLINE HYDROCHLORIDE," 1,287 ", 100 ," 128,700 "," 223,938,000 ",65,0,0,N06AA09,,
Zahravi Pharmaceutical,داروسازی زهراوی,داروسازی زهراوی,سینا پخش صبا,ایران,ایمینورال   کپسول خوراکی 100 mg,IMINORAL   CAPSULE ORAL 100 mg,CICLOSPORIN CAPSULE ORAL 100 mg,CICLOSPORIN, 121 , 50 ," 6,050 "," 223,850,000 ",287,0,0,L04AD01,,
Samen Pharmaceutical Co,داروسازی ثامن,داروسازی ثامن,سینا پخش صبا,ایران,سدیم کلراید   محلول تزریقی پرنترال 0.45 % 1000 L,"SODIUM CHLORIDE   INJECTION, SOLUTION PARENTERAL 0.45 % 1000 L","SODIUM CHLORIDE INJECTION, SOLUTION PARENTERAL 0.45 % 1000 mL",SODIUM CHLORIDE," 1,199 ", 1 ," 1,199 "," 221,575,200 ",1149,0,0,B05XA03,,
Pharmachemie,فارماشیمی,فارماشیمی,سینا پخش صبا,ایران,سوربیتول   پودر خوراکی 5 g  g,SORBITOL   POWDER ORAL 5 g  g,SORBITOL POWDER ORAL 5 g,SORBITOL, 801 , 20 ," 16,020 "," 219,474,000 ",1162,0,0,A06AD18,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,تگاتارد   قرص پیوسته رهش خوراکی 400 mg,"TEGATARD   TABLET, EXTENDED RELEASE ORAL 400 mg","CARBAMAZEPINE TABLET, EXTENDED RELEASE ORAL 400 mg",CARBAMAZEPINE, 770 , 30 ," 23,100 "," 217,578,900 ",1420,0,0,N03AF01,,
Emad Darman Pars,عماد درمان پارس,عماد درمان پارس,سینا پخش صبا,ایران,اکسپکتورانت-عماد   شربت خوراکی 100 mg/2 mg/30 mg/5mL 60 mL,EXPECTORANT-EMAD   SYRUP ORAL 100 mg/2 mg/30 mg/5mL 60 mL,EXPECTORANT SYRUP ORAL 100 mg/2 mg/30 mg/5mL 60 mL,EXPECTORANT," 1,921 ", 1 ," 1,921 "," 211,310,000 ",523,1,0,R05CA10,,
Pars Darou,پارس دارو,پارس دارو,سینا پخش صبا,ایران,دالاواگ   کرم واژینال 2 % 40 g,DALAVAG   CREAM VAGINAL 2 % 40 g,CLINDAMYCIN (AS PHOSPHATE) CREAM VAGINAL 2 % 40 g,CLINDAMYCIN (AS PHOSPHATE)," 1,005 ", 1 ," 1,005 "," 211,230,900 ",2234,0,0,G01AA10,,
Daana Pharma,داروسازی دانا,داروسازی دانا,سینا پخش صبا,ایران,استاژل   کپسول با روکش ژلاتین خوراکی 325 mg,"ACETAGEL   CAPSULE, GELATIN COATED ORAL 325 mg","ACETAMINOPHEN CAPSULE, GELATIN COATED ORAL 325 mg",ACETAMINOPHEN," 1,492 ", 20 ," 29,840 "," 208,880,000 ",13708,1,0,N02BE01,,
Sajad Daru Shargh,سجاد داروی شرق,سجاد داروی شرق,سینا پخش صبا,ایران,کرستوسد   قرص خوراکی 10 mg,CRESTOSAD   TABLET ORAL 10 mg,ROSUVASTATIN (AS CALCIUM) TABLET ORAL 10 mg,ROSUVASTATIN (AS CALCIUM)," 1,590 ", 30 ," 47,700 "," 205,110,000 ",6454,0,0,C10AA07,,
Sobhandarou,سبحان دارو,سبحان دارو,سینا پخش صبا,ایران,سبانتیل   کپسول خوراکی 200 mg,SOBANTIL   CAPSULE ORAL 200 mg,FENOFIBRATE CAPSULE ORAL 200 mg,FENOFIBRATE," 1,005 ", 50 ," 50,250 "," 201,000,000 ",5992,0,0,C10AB05,,
Emad Darman Pars,عماد درمان پارس,عماد درمان پارس,سینا پخش صبا,ایران,دیکلوفناک-عماد   شیاف مقعدی 50 mg,DICLOFENAC-EMAD   SUPPOSITORY RECTAL 50 mg,DICLOFENAC SODIUM SUPPOSITORY RECTAL 50 mg,DICLOFENAC SODIUM," 2,329 ", 10 ," 23,290 "," 200,294,000 ",428,0,0,M01AB05,,
,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,کلرفنیرامین   تزریقی پرنترال 10 mg/1mL,CHLORPHENIRAMINE (RAHA) 10MG/1ML AMP   INJECTION PARENTERAL 10 mg/1mL,CHLORPHENIRAMINE MALEATE INJECTION PARENTERAL 10 mg/1mL,CHLORPHENIRAMINE MALEATE," 1,080 ", 10 ," 10,800 "," 199,800,000 ",275,0,0,R06AB04,,
Sobhandarou,سبحان دارو,سبحان دارو,سینا پخش صبا,ایران,گاباکس   کپسول خوراکی 300 mg,GABAX   CAPSULE ORAL 300 mg,GABAPENTIN CAPSULE ORAL 300 mg,GABAPENTIN, 500 , 50 ," 25,000 "," 199,250,000 ",573,0,0,N03AX12,,
Pharmachemie,فارماشیمی,فارماشیمی,سینا پخش صبا,ایران,بیزوپرولول   قرص خوراکی 5 mg,BISOPROLOL   TABLET ORAL 5 mg,BISOPROLOL FUMARATE TABLET ORAL 5 mg,BISOPROLOL FUMARATE," 1,959 ", 30 ," 58,770 "," 198,407,520 ",7125,0,0,C07AB07,,
Sajad Daru Shargh,سجاد داروی شرق,سجاد داروی شرق,سینا پخش صبا,ایران,کرستوسد   قرص خوراکی 20 mg,CRESTOSAD   TABLET ORAL 20 mg,ROSUVASTATIN (AS CALCIUM) TABLET ORAL 20 mg,ROSUVASTATIN (AS CALCIUM)," 1,043 ", 30 ," 31,290 "," 197,127,000 ",6788,0,0,C10AA07,,
Sepidaj Pharmaceutical Company,دارو سازی سپیداج,دارو سازی سپیداج,سینا پخش صبا,ایران,اریترومایسین-سپیداج   محلول موضعی 2 % 60 mL,ERYTHROMYCIN-SEPIDAJ   SOLUTION TOPICAL 2 % 60 mL,ERYTHROMYCIN SOLUTION TOPICAL 2 % 60 mL,ERYTHROMYCIN," 2,238 ", 1 ," 2,238 "," 194,706,000 ",1492,0,0,D10AF02,,
Zahravi Pharmaceutical,داروسازی زهراوی,داروسازی زهراوی,سینا پخش صبا,ایران,استاپرل   کپسول با روکش ژلاتین خوراکی 500 mg,"ACETAPEARL   CAPSULE, GELATIN COATED ORAL 500 mg","ACETAMINOPHEN CAPSULE, GELATIN COATED ORAL 500 mg",ACETAMINOPHEN, 388 , 50 ," 19,400 "," 194,000,000 ",13706,1,0,N02BE71,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,راویت-بی   تزریقی پرنترال 100 mg/100 mg/1000 ug/3mL  mL,RAVIT-B   INJECTION PARENTERAL 100 mg/100 mg/1000 ug/3mL  mL,VITAMIN B1 / VITAMIN B6 / VITAMIN B12 INJECTION PARENTERAL 100 mg/100 mg/1000 ug/3mL,VITAMIN B1 / VITAMIN B6 / VITAMIN B12, 453 , 10 ," 4,530 "," 193,884,000 ",10427,0,0,A11EA,,
Pars Darou,پارس دارو,پارس دارو,سینا پخش صبا,ایران,ایمی پرامین   قرص خوراکی 25 mg,IMIPRAMINE   TABLET ORAL 25 mg,IMIPRAMINE HYDROCHLORIDE TABLET ORAL 25 mg,IMIPRAMINE HYDROCHLORIDE," 1,076 ", 100 ," 107,600 "," 193,680,000 ",665,0,0,N06AA02,,
Pharmachemie,فارماشیمی,فارماشیمی,سینا پخش صبا,ایران,اندانسترون   قرص خوراکی 4 mg,ONDANSETRON   TABLET ORAL 4 mg,ONDANSETRON TABLET ORAL 4 mg,ONDANSETRON," 2,499 ", 30 ," 74,970 "," 187,425,000 ",2093,0,0,A04AA01,,
Sobhandarou,سبحان دارو,سبحان دارو,سینا پخش صبا,ایران,آتورواستاتین   قرص خوراکی 10 mg,ATORVASTATIN   TABLET ORAL 10 mg,ATORVASTATIN (AS CALCIUM) TABLET ORAL 10 mg,ATORVASTATIN (AS CALCIUM)," 2,380 ", 30 ," 71,400 "," 185,640,000 ",1910,0,0,C10AA05,,
Sobhandarou,سبحان دارو,سبحان دارو,سینا پخش صبا,ایران,نورتریپتیلین   قرص خوراکی 25 mg,NORTRIPTYLINE   TABLET ORAL 25 mg,NORTRIPTYLINE TABLET ORAL 25 mg,NORTRIPTYLINE, 990 , 100 ," 99,000 "," 185,130,000 ",922,0,0,N06AA10,,
Pars Darou,پارس دارو,پارس دارو,سینا پخش صبا,ایران,لوتریبت   کرم موضعی 1 %/0.05 % 15 g,LOTRIBET   CREAM TOPICAL 1 %/0.05 % 15 g,CLOTRIMAZOLE / BETAMETHASONE (AS DIPROPIONATE) CREAM TOPICAL 1 %/0.05 % 15 g,CLOTRIMAZOLE / BETAMETHASONE (AS DIPROPIONATE)," 1,653 ", 1 ," 1,653 "," 182,978,835 ",52001,0,0,D07CC01,,
Pars Darou,پارس دارو,پارس دارو,سینا پخش صبا,ایران,هیدروکینون   کرم موضعی 4 % 30 g,HYDROQUINONE   CREAM TOPICAL 4 % 30 g,HYDROQUINONE CREAM TOPICAL 4 % 30 g,HYDROQUINONE," 1,363 ", 1 ," 1,363 "," 181,279,000 ",2006,0,0,D11AX11,,
Zistdaru Danesh Co.,زیست دارو دانش,زیست دارو دانش,سینا پخش صبا,ایران,تکزیفوما   کپسول انتریک کوتد خوراکی 120 mg,"TECZIFUMA   CAPSULE, DELAYED RELEASE ORAL 120 mg","DIMETHYL FUMARATE CAPSULE, DELAYED RELEASE ORAL 120 mg",DIMETHYL FUMARATE, 199 , 14 ," 2,786 "," 181,090,000 ",22925,0,0,N07XX09,,
Emad Darman Pars,عماد درمان پارس,عماد درمان پارس,سینا پخش صبا,ایران,لیدوکایین/پریلوکایین عماد   کرم موضعی 2.5 %/2.5 % 30 g,LIDOCAINE/PRILOCAINE EMAD   CREAM TOPICAL 2.5 %/2.5 % 30 g,LIDOCAINE / PRILOCAINE CREAM TOPICAL 2.5 %/2.5 % 30 g,LIDOCAINE / PRILOCAINE," 1,710 ", 1 ," 1,710 "," 177,840,000 ",9415,0,0,N01BB52,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,"سولفاستامید   محلول، قطره چشمی 10 % 10 mL","SULFACETAMIDE   SOLUTION, DROPS OPHTHALMIC 10 % 10 mL","SULFACETAMIDE SODIUM SOLUTION, DROPS OPHTHALMIC 10 % 10 mL",SULFACETAMIDE SODIUM," 3,730 ", 1 ," 3,730 "," 169,715,000 ",1180,0,0,S01AB04,,
Sepidaj Pharmaceutical Company,دارو سازی سپیداج,دارو سازی سپیداج,سینا پخش صبا,ایران,آزلادرم   کرم موضعی 20 % 30 g,AZELADERM   CREAM TOPICAL 20 % 30 g,AZELAIC ACID CREAM TOPICAL 20 % 30 g,AZELAIC ACID, 523 , 1 , 523 ," 169,713,500 ",5997,0,0,D10AX03,,
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,سینا پخش صبا,ایران,آمیودارون   قرص خوراکی 200 mg,AMIODARONE   TABLET ORAL 200 mg,AMIODARONE HYDROCHLORIDE TABLET ORAL 200 mg,AMIODARONE HYDROCHLORIDE, 276 , 100 ," 27,600 "," 165,600,000 ",63,0,0,C01BD01,,
Osvah Pharmaceutical Co.,دارو سازی اسوه,دارو سازی اسوه,سینا پخش صبا,ایران,ایماتینیب   قرص خوراکی 100 mg,IMATINIB   TABLET ORAL 100 mg,IMATINIB (AS MESYLATE) TABLET ORAL 100 mg,IMATINIB (AS MESYLATE), 100 , 30 ," 3,000 "," 165,000,000 ",4840,0,0,L01XE01,,
Sobhandarou,سبحان دارو,سبحان دارو,سینا پخش صبا,ایران,کالامین-سبحان   کرم موضعی 8 % 30 g,CALAMINE-SOBHAN   CREAM TOPICAL 8 % 30 g,CALAMINE CREAM TOPICAL 8 % 30 g,CALAMINE," 2,000 ", 1 ," 2,000 "," 164,000,000 ",190,1,0,D02AB,,
,داروسازی زهراوی,,سینا پخش صبا,ایران,فلوکونازول 50   کپسول خوراکی 50 mg,FLUCONAZOLE (ZAHRAVI) 50MG CAP   CAPSULE ORAL 50 mg,FLUCONAZOLE CAPSULE ORAL 50 mg,FLUCONAZOLE," 3,802 ", 10 ," 38,020 "," 163,486,000 ",540,0,0,J02AC01,,
Iran Avandfar,ایران آوند فر,ایران آوند فر,سینا پخش صبا,ایران,آفی کلوبت   لوسیون موضعی 0.05 % 25 mL,AFICLOBET   LOTION TOPICAL 0.05 % 25 mL,CLOBETASOL PROPIONATE LOTION TOPICAL 0.05 % 25 mL,CLOBETASOL PROPIONATE," 3,180 ", 1 ," 3,180 "," 163,134,000 ",2425,0,0,D07AD01,,
Sobhandarou,سبحان دارو,سبحان دارو,سینا پخش صبا,ایران,ریسپریدون   قرص خوراکی 4 mg,RISPERIDONE   TABLET ORAL 4 mg,RISPERIDONE TABLET ORAL 4 mg,RISPERIDONE, 500 , 100 ," 50,000 "," 160,000,000 ",1870,0,0,N05AX08,,
Minoo Pharmaceutical Cosmetic & Hygienic Co.,داروئی ارایشی وبهداشتی مینو,داروئی ارایشی وبهداشتی مینو,سینا پخش صبا,ایران,دی کلد   قرص خوراکی 325 mg/5 mg,DAY COLD   TABLET ORAL 325 mg/5 mg,ADULT COLD PREPARATIONS (1-2) TABLET ORAL 325 mg/5 mg,ADULT COLD PREPARATIONS (1-2), 935 , 100 ," 93,500 "," 158,950,000 ",50342,1,0,R05X,,
Pars Darou,پارس دارو,پارس دارو,سینا پخش صبا,ایران,ایمی پرامین   قرص خوراکی 10 mg,IMIPRAMINE   TABLET ORAL 10 mg,IMIPRAMINE HYDROCHLORIDE TABLET ORAL 10 mg,IMIPRAMINE HYDROCHLORIDE," 1,006 ", 100 ," 100,600 "," 158,948,000 ",664,0,0,N06AA02,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,تریادنت    خمیر خوراکی 0.1 % 10 g,TERIADENT   PASTE ORAL 0.1 % 10 g,TRIAMCINOLONE ACETONIDE PASTE ORAL 0.1 % 10 g,TRIAMCINOLONE ACETONIDE," 2,982 ", 1 ," 2,982 "," 158,642,400 ",6478,0,0,A01AC01,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,ستادین دی-سی   شربت خوراکی 160 mg/1 mg/5 mg/2.5 mg/5mL 200 mL,CETADIN-DC   SYRUP ORAL 160 mg/1 mg/5 mg/2.5 mg/5mL 200 mL,ACETAMINOPHEN / CHLORPHENIRAMINE / DEXTROMETHORPHAN / PHENYLEPHRINE SYRUP ORAL 160 mg/1 mg/5 mg/2.5 mg/5mL 200 mL,ACETAMINOPHEN / CHLORPHENIRAMINE / DEXTROMETHORPHAN / PHENYLEPHRINE, 559 , 1 , 559 ," 156,520,000 ",50378,1,0,R05X,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,کتوتیفن   قرص خوراکی 1 mg,KETOTIFEN   TABLET ORAL 1 mg,KETOTIFEN TABLET ORAL 1 mg,KETOTIFEN, 590 , 100 ," 59,000 "," 153,400,000 ",727,0,0,R06AX17,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,دیلتیازم   قرص خوراکی 60 mg,DILTIAZEM   TABLET ORAL 60 mg,DILTIAZEM HYDROCHLORIDE TABLET ORAL 60 mg,DILTIAZEM HYDROCHLORIDE, 527 , 100 ," 52,700 "," 152,830,000 ",447,0,0,C08DB01,,
Minoo Pharmaceutical Cosmetic & Hygienic Co.,داروئی ارایشی وبهداشتی مینو,داروئی ارایشی وبهداشتی مینو,سینا پخش صبا,ایران,سرترالین-مینو   قرص خوراکی 50 mg,SERTRALINE-MINOO   TABLET ORAL 50 mg,SERTRALINE (AS HYDROCHLORIDE) TABLET ORAL 50 mg,SERTRALINE (AS HYDROCHLORIDE)," 1,433 ", 30 ," 42,990 "," 150,465,000 ",1896,0,0,N06AB06,,
