,Unnamed: 0,pharma_company,brand_name_en,generic_name_en,substance_name_en,atc_code_raw,anatomical_desc,therapeutic_desc,pharmacological_desc,subpharmacological_desc,chemical_desc,preprocessed_index
44998,44998,razak labratories,antihistamine decongestant   tablet oral 4 mg/10 mg,antihistamine decongestant (2) tablet oral 4 mg/10 mg,antihistamine decongestant (2),r01ba53,respiratory system,nasal preparations,nasal decongestants for systemic use,sympathomimetics,"phenylephrine, combinations",44998
44999,44999,tehran chemie pharmaceutical co.,"glizitex   tablet, extended release oral 30 mg","gliclazide tablet, extended release oral 30 mg",gliclazide,a10bb09,alimentary tract and metabolism,drugs used in diabetes,"blood glucose lowering drugs, excl. insulins",sulfonylureas,gliclazide,44999
45000,45000,shahre daru,gemfibrozil   capsule oral 300 mg,gemfibrozil capsule oral 300 mg,gemfibrozil,c10ab04,cardiovascular system,lipid modifying agents,"lipid modifying agents, plain",fibrates,gemfibrozil,45000
45001,45001,ramopharmin,naproxen   tablet oral 250 mg,naproxen tablet oral 250 mg,naproxen,m01ae02,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",propionic acid derivatives,naproxen,45001
45002,45002,ramopharmin,naproxen   tablet oral 250 mg,naproxen tablet oral 250 mg,naproxen,m01ae02,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",propionic acid derivatives,naproxen,45002
45003,45003,alborzdarou,diphenhydramine compound   syrup oral 12.5 mg/125 mg/5ml 60 ml,diphenhydramine / ammonium chloride syrup oral 12.5 mg/125 mg/5ml 60 ml,diphenhydramine / ammonium chloride,r06aa52,respiratory system,antihistamines for systemic use,antihistamines for systemic use,aminoalkyl ethers,"diphenhydramine, combinations",45003
45004,45004,nik saman darou,ketotifen-emad   syrup oral 1 mg/5ml 120 ml,ketotifen syrup oral 1 mg/5ml 120 ml,ketotifen,r06ax17,respiratory system,antihistamines for systemic use,antihistamines for systemic use,other antihistamines for systemic use,ketotifen,45004
45005,45005,toliddaru pharma. co.,meloxicam   tablet oral 7.5 mg,meloxicam tablet oral 7.5 mg,meloxicam,m01ac06,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",oxicams,meloxicam,45005
45006,45006,toliddaru pharma. co.,meloxicam   tablet oral 7.5 mg,meloxicam tablet oral 7.5 mg,meloxicam,m01ac06,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",oxicams,meloxicam,45006
45007,45007,toliddaru pharma. co.,meloxicam   tablet oral 7.5 mg,meloxicam tablet oral 7.5 mg,meloxicam,m01ac06,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",oxicams,meloxicam,45007
45008,45008,karfarma,oralac   syrup oral 10 g/15ml 15 ml,lactulose syrup oral 10 g/15ml 15 ml,lactulose,a06ad11,alimentary tract and metabolism,drugs for constipation,drugs for constipation,osmotically acting laxatives,lactulose,45008
45009,45009,donyaye behdasht labs.co,congestop   spray nasal 0.05 % 20 ml,oxymetazoline hydrochloride spray nasal 0.05 % 20 ml,oxymetazoline hydrochloride,s01ga04,sensory organs,ophthalmologicals,decongestants and antiallergics,sympathomimetics used as decongestants,oxymetazoline,45009
45010,45010,tehran chemie pharmaceutical co.,metromax   tablet oral 500 mg,metronidazole tablet oral 500 mg,metronidazole,p01ab01,"antiparasitic products, insecticides and repellents",antiprotozoals,agents against amoebiasis and other protozoal diseases,nitroimidazole derivatives,metronidazole,45010
45011,45011,tehran chemie pharmaceutical co.,metromax   tablet oral 500 mg,metronidazole tablet oral 500 mg,metronidazole,p01ab01,"antiparasitic products, insecticides and repellents",antiprotozoals,agents against amoebiasis and other protozoal diseases,nitroimidazole derivatives,metronidazole,45011
45012,45012,ramopharmin,donepezil   tablet oral 5 mg,donepezil hydrochloride tablet oral 5 mg,donepezil hydrochloride,n06da02,nervous system,psychoanaleptics,anti-dementia drugs,anticholinesterases,donepezil,45012
45013,45013,avicenna laboratories inc.,"avipanto   tablet, delayed release oral 40 mg","pantoprazole tablet, delayed release oral 40 mg",pantoprazole,a02bc02,alimentary tract and metabolism,drugs for acid related disorders,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),proton pump inhibitors,pantoprazole,45013
45014,45014,avicenna laboratories inc.,"avipanto   tablet, delayed release oral 40 mg","pantoprazole tablet, delayed release oral 40 mg",pantoprazole,a02bc02,alimentary tract and metabolism,drugs for acid related disorders,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),proton pump inhibitors,pantoprazole,45014
45015,45015,sana med pharmaceutical,fexofenadine-sana med   tablet oral 120 mg,fexofenadine hydrochloride tablet oral 120 mg,fexofenadine hydrochloride,r06ax26,respiratory system,antihistamines for systemic use,antihistamines for systemic use,other antihistamines for systemic use,fexofenadine,45015
45016,45016,jalinous pharmaceutical co.,oxazepam-jalinous   tablet oral 10 mg,oxazepam tablet oral 10 mg,oxazepam,n05ba04,nervous system,psycholeptics,anxiolytics,benzodiazepine derivatives,oxazepam,45016
45017,45017,toliddaru pharma. co.,meloxicam   tablet oral 7.5 mg,meloxicam tablet oral 7.5 mg,meloxicam,m01ac06,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",oxicams,meloxicam,45017
45018,45018,toliddaru pharma. co.,meloxicam   tablet oral 7.5 mg,meloxicam tablet oral 7.5 mg,meloxicam,m01ac06,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",oxicams,meloxicam,45018
45019,45019,toliddaru pharma. co.,meloxicam   tablet oral 7.5 mg,meloxicam tablet oral 7.5 mg,meloxicam,m01ac06,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",oxicams,meloxicam,45019
45020,45020,tehran darou pharmaceutical co.,"vitamin a-tedagel   capsule, liquid filled oral 50000 [iu]","vitamin a capsule, liquid filled oral 50000 [iu]",vitamin a,a11ca01,alimentary tract and metabolism,vitamins,"vitamin a and d, incl. combinations of the two","vitamin a, plain",retinol (vit a),45020
45021,45021,tehran darou pharmaceutical co.,"vitamin a-tedagel   capsule, liquid filled oral 50000 [iu]","vitamin a capsule, liquid filled oral 50000 [iu]",vitamin a,a11ca01,alimentary tract and metabolism,vitamins,"vitamin a and d, incl. combinations of the two","vitamin a, plain",retinol (vit a),45021
45022,45022,raha pharmaceutical isfahan company,"tegatard   tablet, extended release oral 400 mg","carbamazepine tablet, extended release oral 400 mg",carbamazepine,n03af01,nervous system,antiepileptics,antiepileptics,carboxamide derivatives,carbamazepine,45022
45023,45023,raha pharmaceutical isfahan company,"tegatard   tablet, extended release oral 400 mg","carbamazepine tablet, extended release oral 400 mg",carbamazepine,n03af01,nervous system,antiepileptics,antiepileptics,carboxamide derivatives,carbamazepine,45023
45024,45024,tehran darou pharmaceutical co.,"omezol   capsule, delayed release pellets oral 20 mg","omeprazole capsule, delayed release pellets oral 20 mg",omeprazole,a02bc01,alimentary tract and metabolism,drugs for acid related disorders,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),proton pump inhibitors,omeprazole,45024
45025,45025,tehran darou pharmaceutical co.,"omezol   capsule, delayed release pellets oral 20 mg","omeprazole capsule, delayed release pellets oral 20 mg",omeprazole,a02bc01,alimentary tract and metabolism,drugs for acid related disorders,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),proton pump inhibitors,omeprazole,45025
45026,45026,toliddaru pharma. co.,"bisacodyl   tablet, delayed release oral 5 mg","bisacodyl tablet, delayed release oral 5 mg",bisacodyl,a06ab02,alimentary tract and metabolism,drugs for constipation,drugs for constipation,contact laxatives,bisacodyl,45026
45027,45027,toliddaru pharma. co.,"bisacodyl   tablet, delayed release oral 5 mg","bisacodyl tablet, delayed release oral 5 mg",bisacodyl,a06ab02,alimentary tract and metabolism,drugs for constipation,drugs for constipation,contact laxatives,bisacodyl,45027
45028,45028,tehran chemie pharmaceutical co.,glizitex   tablet oral 80 mg,gliclazide tablet oral 80 mg,gliclazide,a10bb09,alimentary tract and metabolism,drugs used in diabetes,"blood glucose lowering drugs, excl. insulins",sulfonylureas,gliclazide,45028
45029,45029,ramopharmin,lactulose   syrup oral 10 g/15ml 240 ml,lactulose syrup oral 10 g/15ml 240 ml,lactulose,a06ad11,alimentary tract and metabolism,drugs for constipation,drugs for constipation,osmotically acting laxatives,lactulose,45029
45030,45030,zagros darou parsian,atorvastatin   tablet oral 20 mg,atorvastatin (as calcium) tablet oral 20 mg,atorvastatin (as calcium),c10aa05,cardiovascular system,lipid modifying agents,"lipid modifying agents, plain",hmg coa reductase inhibitors,atorvastatin,45030
45031,45031,tehran darou pharmaceutical co.,"gelaprox   capsule, liquid filled oral 200 mg","naproxen capsule, liquid filled oral 200 mg",naproxen,m01ae02,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",propionic acid derivatives,naproxen,45031
45032,45032,tehran darou pharmaceutical co.,"gelaprox   capsule, liquid filled oral 200 mg","naproxen capsule, liquid filled oral 200 mg",naproxen,m01ae02,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",propionic acid derivatives,naproxen,45032
45033,45033,kishmedipharm,tadalafil   tablet oral 10 mg,tadalafil tablet oral 10 mg,tadalafil,g04be08,genito urinary system and sex hormones,urologicals,urologicals,drugs used in erectile dysfunction,tadalafil,45033
45034,45034,exir pharmaceutical company,"exiral   injection, solution parenteral 5 mg/1ml 20 mg","remdesivir injection, solution parenteral 5 mg/1ml 20 ml",remdesivir,j05,antiinfectives for systemic use,antivirals for systemic use,,,,45034
45035,45035,"no.115 , jalal st ., esteqlal town ,tehran",acetaminophen/codeine   tablet oral 300 mg/20 mg,acetaminophen / codeine phosphate tablet oral 300 mg/20 mg,acetaminophen / codeine phosphate,n02be71,nervous system,analgesics,other analgesics and antipyretics,anilides,"paracetamol, combinations with psycholeptics",45035
45036,45036,iranian parenteral and pharmaceutical co.,"sodium chloride   injection, solution parenteral 0.9 % 500 ml","sodium chloride injection, solution parenteral 0.9 % 500 ml",sodium chloride,b05xa03,blood and blood forming organs,blood substitutes and perfusion solutions,i.v. solution additives,electrolyte solutions,sodium chloride,45036
45037,45037,tasnim pharmaceutical,"protral   capsule, extended release oral 0.4 mg","tamsulosin hydrochloride capsule, extended release oral 0.4 mg",tamsulosin hydrochloride,g04ca02,genito urinary system and sex hormones,urologicals,drugs used in benign prostatic hypertrophy,alpha-adrenoreceptor antagonists,tamsulosin,45037
45038,45038,iranian parenteral and pharmaceutical co.,"dextrose/sodium chloride   injection, solution intravenous 3.33 %/0.3 % 500 ml","dextrose / sodium chloride injection, solution intravenous 3.33 %/0.3 % 500 ml",dextrose / sodium chloride,b05bb02,blood and blood forming organs,blood substitutes and perfusion solutions,i.v. solutions,solutions affecting the electrolyte balance,electrolytes with carbohydrates,45038
45039,45039,iranian parenteral and pharmaceutical co.,"artipic advanced   solution, drops ophthalmic 0.15 % 0.5 ml","artificial tears (hyaluronate sodium) solution, drops ophthalmic 0.15 % 0.5 ml",artificial tears (hyaluronate sodium),,nervous system,,,,,45039
45040,45040,kimia alcohol zanjan,ethanol   solution not applicable 70 % 1 l,ethanol solution not applicable 70 % 1 l,ethanol,v03,various,all other therapeutic products,,,,45040
45041,45041,raha pharmaceutical isfahan company,"rahakin   tablet, extended release oral 333 mg/145 mg","valproate sodium tablet, extended release oral 333 mg/145 mg",valproate sodium,n03ag01,nervous system,antiepileptics,antiepileptics,fatty acid derivatives,valproic acid,45041
45042,45042,raha pharmaceutical isfahan company,"rahakin   tablet, extended release oral 333 mg/145 mg","valproate sodium tablet, extended release oral 333 mg/145 mg",valproate sodium,n03ag01,nervous system,antiepileptics,antiepileptics,fatty acid derivatives,valproic acid,45042
45043,45043,raha pharmaceutical isfahan company,"rahakin   tablet, extended release oral 333 mg/145 mg","valproate sodium tablet, extended release oral 333 mg/145 mg",valproate sodium,n03ag01,nervous system,antiepileptics,antiepileptics,fatty acid derivatives,valproic acid,45043
45044,45044,"no.115 , jalal st ., esteqlal town ,tehran",diframix   syrup oral 12.5 mg/125 mg/5ml 60 ml,diphenhydramine / ammonium chloride syrup oral 12.5 mg/125 mg/5ml 60 ml,diphenhydramine / ammonium chloride,r06aa52,respiratory system,antihistamines for systemic use,antihistamines for systemic use,aminoalkyl ethers,"diphenhydramine, combinations",45044
45045,45045,"no.115 , jalal st ., esteqlal town ,tehran",adult cold   tablet oral 325 mg/5 mg/2 mg,adult cold preparations (4-3) tablet oral 325 mg/5 mg/2 mg,adult cold preparations (4-3),r05x,respiratory system,cough and cold preparations,other cold preparations,,,45045
45046,45046,"no.115 , jalal st ., esteqlal town ,tehran",zitocidal   tablet oral 250 mg,azithromycin tablet oral 250 mg,azithromycin,j01fa10,antiinfectives for systemic use,antibacterials for systemic use,"macrolides, lincosamides and streptogramins",macrolides,azithromycin,45046
45047,45047,"no.115 , jalal st ., esteqlal town ,tehran",zitocidal   tablet oral 250 mg,azithromycin tablet oral 250 mg,azithromycin,j01fa10,antiinfectives for systemic use,antibacterials for systemic use,"macrolides, lincosamides and streptogramins",macrolides,azithromycin,45047
45048,45048,iranian parenteral and pharmaceutical co.,"sodium chloride   injection, solution parenteral 0.45 % 500 ml","sodium chloride injection, solution parenteral 0.45 % 500 ml",sodium chloride,b05xa03,blood and blood forming organs,blood substitutes and perfusion solutions,i.v. solution additives,electrolyte solutions,sodium chloride,45048
45049,45049,"no.115 , jalal st ., esteqlal town ,tehran",lypotine   tablet oral 20 mg,atorvastatin (as calcium) tablet oral 20 mg,atorvastatin (as calcium),c10aa05,cardiovascular system,lipid modifying agents,"lipid modifying agents, plain",hmg coa reductase inhibitors,atorvastatin,45049
45050,45050,"no.115 , jalal st ., esteqlal town ,tehran",difram   solution oral 12.5 mg/5ml 60 ml,diphenhydramine hydrochloride solution oral 12.5 mg/5ml 60 ml,diphenhydramine hydrochloride,r06aa02,respiratory system,antihistamines for systemic use,antihistamines for systemic use,aminoalkyl ethers,diphenhydramine,45050
45051,45051,"no.115 , jalal st ., esteqlal town ,tehran",difram   solution oral 12.5 mg/5ml 60 ml,diphenhydramine hydrochloride solution oral 12.5 mg/5ml 60 ml,diphenhydramine hydrochloride,r06aa02,respiratory system,antihistamines for systemic use,antihistamines for systemic use,aminoalkyl ethers,diphenhydramine,45051
45052,45052,"no.115 , jalal st ., esteqlal town ,tehran",difram   solution oral 12.5 mg/5ml 60 ml,diphenhydramine hydrochloride solution oral 12.5 mg/5ml 60 ml,diphenhydramine hydrochloride,r06aa02,respiratory system,antihistamines for systemic use,antihistamines for systemic use,aminoalkyl ethers,diphenhydramine,45052
