pharma_company,supplier,brand_owner,distributor,manufacturer_country,brand_name_fa,brand_name_en,generic_name_en,substance_name_en,atc_code
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,بپاکتو   محلول تزریقی پرنترال 250 mg/1mL 2 mg,"BEPACTO   INJECTION, SOLUTION PARENTERAL 250 mg/1mL 2 mg","DEXPANTHENOL INJECTION, SOLUTION PARENTERAL 250 mg/1mL 2 mL",DEXPANTHENOL,A11HA30
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,بیاکتو   محلول تزریقی عضلانی 5 mg/1mL 1 mg,"BIACTO   INJECTION, SOLUTION INTRAMUSCULAR 5 mg/1mL 1 mg","BIOTIN INJECTION, SOLUTION INTRAMUSCULAR 5 mg/1mL 1 mL",BIOTIN,A11HA05
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,رزورکسین   قرص خوراکی 20 mg,ROSUREXIN   TABLET ORAL 20 mg,ROSUVASTATIN (AS CALCIUM) TABLET ORAL 20 mg,ROSUVASTATIN (AS CALCIUM),C10AA07
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,تامسوور   کپسول پیوسته رهش خوراکی 0.4 mg,"TAMSOVER   CAPSULE, EXTENDED RELEASE ORAL 0.4 mg","TAMSULOSIN HYDROCHLORIDE CAPSULE, EXTENDED RELEASE ORAL 0.4 mg",TAMSULOSIN HYDROCHLORIDE,G04CA02
Alhavi,الحاوی,الحاوی,الیت دارو,ایران,نوافن   کپسول خوراکی 325 mg/40 mg/200 mg,NOVAFEN   CAPSULE ORAL 325 mg/40 mg/200 mg,ACETAMINOPHEN / CAFFEINE / IBUPROFEN CAPSULE ORAL 325 mg/40 mg/200 mg,ACETAMINOPHEN / CAFFEINE / IBUPROFEN,N02BE71
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,ناکسپرین   تزریقی پرنترال 100 mg/1mL 0.6 mL,NOXPRIN   INJECTION PARENTERAL 100 mg/1mL 0.6 mL,ENOXAPARIN SODIUM INJECTION PARENTERAL 100 mg/1mL 0.6 mL,ENOXAPARIN SODIUM,B01AB05
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,اکتاپ   کپسول (پلت های انتریک کوتد) خوراکی 20 mg,"ACTOP   CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg","OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",OMEPRAZOLE,A02BC01
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,فستوور   قرص خوراکی 180 mg,FASTOVER   TABLET ORAL 180 mg,FEXOFENADINE HYDROCHLORIDE TABLET ORAL 180 mg,FEXOFENADINE HYDROCHLORIDE,R06AX26
Actoverco,اکتوورکو,"Krka, D. D., Novo Mesto",الیت دارو,ایران,اموزل   کپسول انتریک کوتد خوراکی 40 mg,"EMOZUL   CAPSULE, DELAYED RELEASE ORAL 40 mg","ESOMEPRAZOLE CAPSULE, DELAYED RELEASE ORAL 40 mg",ESOMEPRAZOLE,A02BC05
Actoverco,اکتوورکو,"Krka, D. D., Novo Mesto",الیت دارو,ایران,متازیرو   قرص پیوسته رهش خوراکی 47.5 mg,"METAZERO   TABLET, EXTENDED RELEASE ORAL 47.5 mg","METOPROLOL SUCCINATE TABLET, EXTENDED RELEASE ORAL 47.5 mg",METOPROLOL SUCCINATE,C07AB02
Ati Pharmed Pharmaceutical Company,دارو سازی آتی فارمد,دارو سازی آتی فارمد,الیت دارو,ایران,دوفامد   قرص خوراکی 10 mg,DOFAMED   TABLET ORAL 10 mg,DYDROGESTERONE TABLET ORAL 10 mg,DYDROGESTERONE,G03DB01
Actoverco,اکتوورکو,"Krka, D. D., Novo Mesto",الیت دارو,ایران,یاسنال   قرص خوراکی 5 mg,YASNAL   TABLET ORAL 5 mg,DONEPEZIL HYDROCHLORIDE TABLET ORAL 5 mg,DONEPEZIL HYDROCHLORIDE,N06DA02
Actoverco,اکتوورکو,Merck,الیت دارو,ایران,گلوکوفاژ   قرص خوراکی 1000 mg,GLUCOPHAGE   TABLET ORAL 1000 mg,METFORMIN HYDROCHLORIDE TABLET ORAL 1000 mg,METFORMIN HYDROCHLORIDE,A10BA02
Actoverco,اکتوورکو,"Krka, D. D., Novo Mesto",الیت دارو,ایران,آلوینتا   کپسول پیوسته رهش خوراکی 75 mg,"ALVENTA   CAPSULE, EXTENDED RELEASE ORAL 75 mg","VENLAFAXINE CAPSULE, EXTENDED RELEASE ORAL 75 mg",VENLAFAXINE,N06AX16
Actoverco,اکتوورکو,"Krka, D. D., Novo Mesto",الیت دارو,ایران,لتیزن   قرص خوراکی 10 mg,LETIZEN   TABLET ORAL 10 mg,CETIRIZINE HYDROCHLORIDE TABLET ORAL 10 mg,CETIRIZINE HYDROCHLORIDE,R06AE07
Actoverco,اکتوورکو,"Krka, D. D., Novo Mesto",الیت دارو,ایران,والساکور   قرص خوراکی 80 mg,VALSACOR   TABLET ORAL 80 mg,VALSARTAN TABLET ORAL 80 mg,VALSARTAN,C09CA03
taha collaborative industrial investment,دارو سازی آتی فارمد,دارو سازی آتی فارمد,الیت دارو,ایران,اکتوژست   شیاف واژینال 400 mg,ACTOGEST   SUPPOSITORY VAGINAL 400 mg,PROGESTERONE SUPPOSITORY VAGINAL 400 mg,PROGESTERONE,G03DA04
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,فستوور   قرص خوراکی 120 mg,FASTOVER   TABLET ORAL 120 mg,FEXOFENADINE HYDROCHLORIDE TABLET ORAL 120 mg,FEXOFENADINE HYDROCHLORIDE,R06AX26
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,ریتوکسی ور   تزریقی پرنترال 10 mg/1mL 50 mL,RITUXIVER   INJECTION PARENTERAL 10 mg/1mL 50 mL,RITUXIMAB INJECTION PARENTERAL 10 mg/1mL 50 mL,RITUXIMAB,L01XC02
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,اس سیتاور   قرص خوراکی 10 mg,ESCITOVER   TABLET ORAL 10 mg,ESCITALOPRAM (AS OXALATE) TABLET ORAL 10 mg,ESCITALOPRAM (AS OXALATE),N06AB10
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,رزورکسین   قرص خوراکی 10 mg,ROSUREXIN   TABLET ORAL 10 mg,ROSUVASTATIN (AS CALCIUM) TABLET ORAL 10 mg,ROSUVASTATIN (AS CALCIUM),C10AA07
Merck Serono S.p.a.,اکتوورکو,Merck Serono S.p.a.,الیت دارو,ایتالیا,گونال-اف   پودر برای تهیه محلول تزریقی پرنترال 75 [iU]  [iU],"GONAL-F   INJECTION, POWDER, FOR SOLUTION PARENTERAL 75 [iU]  [iU]","FOLLITROPIN ALFA INJECTION, POWDER, FOR SOLUTION PARENTERAL 75 [iU]",FOLLITROPIN ALFA,G03GA05
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,سوستاک   قرص پیوسته رهش خوراکی 6.4 mg,"SUSTAC   TABLET, EXTENDED RELEASE ORAL 6.4 mg","NITROGLYCERIN TABLET, EXTENDED RELEASE ORAL 6.4 mg",NITROGLYCERIN,C01DA02
Actoverco,اکتوورکو,"Krka, D. D., Novo Mesto",الیت دارو,ایران,فرومیلید   قرص خوراکی 500 mg,FROMILID   TABLET ORAL 500 mg,CLARITHROMYCIN TABLET ORAL 500 mg,CLARITHROMYCIN,J01FA09
Actero middleeast,اکترو خاورمیانه,اکترو خاورمیانه,الیت دارو,ایران,کپسیتابین اکتِ   قرص خوراکی 500 mg,CAPECITABINE ACTE   TABLET ORAL 500 mg,CAPECITABINE TABLET ORAL 500 mg,CAPECITABINE,L01BC06
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,مب اکتو   کپسول پیوسته رهش خوراکی 200 mg,"MEBACTO   CAPSULE, EXTENDED RELEASE ORAL 200 mg","MEBEVERINE HYDROCHLORIDE CAPSULE, EXTENDED RELEASE ORAL 200 mg",MEBEVERINE HYDROCHLORIDE,A03AA04
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,اکتووکس   پودر برای تهیه محلول تزریقی پرنترال 6000000 [iU]  ug,"ACTOVEX   INJECTION, POWDER, FOR SOLUTION PARENTERAL 6000000 [iU]  ug","INTERFERON BETA-1A INJECTION, POWDER, FOR SOLUTION PARENTERAL 6000000 [iU]",INTERFERON BETA-1A,L03AB07
Actoverco,اکتوورکو,"Krka, D. D., Novo Mesto",الیت دارو,ایران,آلوینتا   کپسول پیوسته رهش خوراکی 37.5 mg,"ALVENTA   CAPSULE, EXTENDED RELEASE ORAL 37.5 mg","VENLAFAXINE CAPSULE, EXTENDED RELEASE ORAL 37.5 mg",VENLAFAXINE,N06AX16
Actero middleeast,اکترو خاورمیانه,اکترو خاورمیانه,الیت دارو,ایران,نئونیب   کپسول خوراکی 200 mg,NEONIB   CAPSULE ORAL 200 mg,NILOTINIB CAPSULE ORAL 200 mg,NILOTINIB,L01XE08
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,اکتوور والوسپ   قرص خوراکی 5 mg/80 mg,ACTOVER VALOSAP   TABLET ORAL 5 mg/80 mg,AMLODIPINE (AS BESILATE) / VALSARTAN TABLET ORAL 5 mg/80 mg,AMLODIPINE (AS BESILATE) / VALSARTAN,C09DB01
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,کوئنتیاکس   قرص خوراکی 100 mg,QUENTIAX   TABLET ORAL 100 mg,QUETIAPINE FUMARATE TABLET ORAL 100 mg,QUETIAPINE FUMARATE,N05AH04
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,زولیور   قرص خوراکی 10 mg,ZOLIVER   TABLET ORAL 10 mg,ZOLPIDEM TABLET ORAL 10 mg,ZOLPIDEM,N05CF02
Merck Healthcare KGaA,اکتوورکو,Merck Serono,الیت دارو,آلمان,کنکور   قرص خوراکی 10 mg,CONCOR   TABLET ORAL 10 mg,BISOPROLOL FUMARATE TABLET ORAL 10 mg,BISOPROLOL FUMARATE,C07AB07
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,مزالوور   کپسول پیوسته رهش خوراکی 500 mg,"MESALOVER   CAPSULE, EXTENDED RELEASE ORAL 500 mg","MESALAZINE CAPSULE, EXTENDED RELEASE ORAL 500 mg",MESALAZINE,A07EC02
Merck Healthcare KGaA,اکتوورکو,Merck Serono,الیت دارو,آلمان,کنکور   قرص خوراکی 5 mg,CONCOR   TABLET ORAL 5 mg,BISOPROLOL FUMARATE TABLET ORAL 5 mg,BISOPROLOL FUMARATE,C07AB07
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,رزورکسین   قرص خوراکی 40 mg,ROSUREXIN   TABLET ORAL 40 mg,ROSUVASTATIN (AS CALCIUM) TABLET ORAL 40 mg,ROSUVASTATIN (AS CALCIUM),C10AA07
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,کلاتوور   قرص خوراکی 10 mg,CLOTOVER   TABLET ORAL 10 mg,RIVAROXABAN TABLET ORAL 10 mg,RIVAROXABAN,B01AF01
Ati Pharmed Pharmaceutical Company,دارو سازی آتی فارمد,دارو سازی آتی فارمد,الیت دارو,ایران,فینوسکار   قرص خوراکی 5 mg,FINOSCAR   TABLET ORAL 5 mg,FINASTERIDE TABLET ORAL 5 mg,FINASTERIDE,G04CB01
Merck Serono S.p.a.,اکتوورکو,Merck Serono S.p.a.,الیت دارو,ایتالیا,گونال-اف   تزریقی پرنترال 600 [iU]/1mL 1.5 [iU],GONAL-F   INJECTION PARENTERAL 600 [iU]/1mL 1.5 [iU],FOLLITROPIN ALFA INJECTION PARENTERAL 600 [iU]/1mL 1.5 mL,FOLLITROPIN ALFA,G03GA05
Merck Serono,اکتوورکو,Merck Europe BV,الیت دارو,سوئیس,پرگووریس   پودر برای تهیه محلول تزریقی پرنترال 150 [iU]/75 [iU]  ug,"PERGOVERIS   INJECTION, POWDER, FOR SOLUTION PARENTERAL 150 [iU]/75 [iU]  ug","FOLLITROPIN ALFA / LUTROPIN ALFA INJECTION, POWDER, FOR SOLUTION PARENTERAL 150 [iU]/75 [iU]",FOLLITROPIN ALFA / LUTROPIN ALFA,
Ati Pharmed Pharmaceutical Company,دارو سازی آتی فارمد,دارو سازی آتی فارمد,الیت دارو,ایران,تَنسی   قرص خوراکی 1.5 mg,TANSY   TABLET ORAL 1.5 mg,LEVONORGESTREL TABLET ORAL 1.5 mg,LEVONORGESTREL,G03AC03
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,کلاتوور   قرص خوراکی 20 mg,CLOTOVER   TABLET ORAL 20 mg,RIVAROXABAN TABLET ORAL 20 mg,RIVAROXABAN,B01AF01
Merck Healthcare KGaA,اکتوورکو,Merck Serono,الیت دارو,آلمان,کنکور کور   قرص خوراکی 2.5 mg,CONCOR COR   TABLET ORAL 2.5 mg,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,BISOPROLOL FUMARATE,C07AB07
Actoverco,اکتوورکو,"Krka, D. D., Novo Mesto",الیت دارو,ایران,ویزارسین   قرص خوراکی 50 mg,VIZARSIN   TABLET ORAL 50 mg,SILDENAFIL (AS CITRATE) TABLET ORAL 50 mg,SILDENAFIL (AS CITRATE),G04BE03
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,زنوور   کپسول خوراکی 120 mg,XENOVER   CAPSULE ORAL 120 mg,ORLISTAT CAPSULE ORAL 120 mg,ORLISTAT,A08AB01
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,اکتوسرک   قرص خوراکی 8 mg,ACTOSERC   TABLET ORAL 8 mg,BETAHISTINE DIHYDROCHLORIDE  TABLET ORAL 8 mg,BETAHISTINE DIHYDROCHLORIDE,N07CA01
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,کوئنتیاکس   قرص خوراکی 25 mg,QUENTIAX   TABLET ORAL 25 mg,QUETIAPINE FUMARATE TABLET ORAL 25 mg,QUETIAPINE FUMARATE,N05AH04
Actoverco,اکتوورکو,"Krka, D. D., Novo Mesto",الیت دارو,ایران,متازیرو   قرص پیوسته رهش خوراکی 95 mg,"METAZERO   TABLET, EXTENDED RELEASE ORAL 95 mg","METOPROLOL SUCCINATE TABLET, EXTENDED RELEASE ORAL 95 mg",METOPROLOL SUCCINATE,C07AB02
Clausen,دارویی البرز زاگرس,Clausen,الیت دارو,اوروگوئه,سوپریمون   قرص خوراکی 500 mg,SUPRIMUN   TABLET ORAL 500 mg,MYCOPHENOLATE MOFETIL TABLET ORAL 500 mg,MYCOPHENOLATE MOFETIL,L04AA06
Actoverco,اکتوورکو,Merck,الیت دارو,ایران,کنکور   قرص خوراکی 10 mg,CONCOR   TABLET ORAL 10 mg,BISOPROLOL FUMARATE TABLET ORAL 10 mg,BISOPROLOL FUMARATE,C07AB07
Ati Pharmed Pharmaceutical Company,دارو سازی آتی فارمد,دارو سازی آتی فارمد,الیت دارو,ایران,وروژست   قرص خوراکی 2 mg,VEROGEST   TABLET ORAL 2 mg,DIENOGEST TABLET ORAL 2 mg,DIENOGEST,G03DB08
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,کلاتوور   قرص خوراکی 2.5 mg,CLOTOVER   TABLET ORAL 2.5 mg,RIVAROXABAN TABLET ORAL 2.5 mg,RIVAROXABAN,B01AF01
Actoverco,اکتوورکو,Merck,الیت دارو,ایران,گلوکوفاژ   قرص خوراکی 1000 mg,GLUCOPHAGE   TABLET ORAL 1000 mg,METFORMIN HYDROCHLORIDE TABLET ORAL 1000 mg,METFORMIN HYDROCHLORIDE,A10BA02
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,زیگات   قرص خوراکی 550 mg,XIGUT   TABLET ORAL 550 mg,RIFAXIMIN TABLET ORAL 550 mg,RIFAXIMIN,A07AA11
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,تیکورا   قرص خوراکی 90 mg,TICORA   TABLET ORAL 90 mg,TICAGRELOR TABLET ORAL 90 mg,TICAGRELOR,B01AC24
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,کوئنتیاکس   قرص خوراکی 200 mg,QUENTIAX   TABLET ORAL 200 mg,QUETIAPINE FUMARATE TABLET ORAL 200 mg,QUETIAPINE FUMARATE,N05AH04
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,امپاور   قرص خوراکی 10 mg,EMPAVER   TABLET ORAL 10 mg,EMPAGLIFLOZIN TABLET ORAL 10 mg,EMPAGLIFLOZIN,A10BX12
Ati Pharmed Pharmaceutical Company,دارو سازی آتی فارمد,دارو سازی آتی فارمد,الیت دارو,ایران,تَنسی   قرص خوراکی 750 ug,TANSY   TABLET ORAL 750 ug,LEVONORGESTREL TABLET ORAL 750 ug,LEVONORGESTREL,G03AC03
Ati Pharmed Pharmaceutical Company,دارو سازی آتی فارمد,دارو سازی آتی فارمد,الیت دارو,ایران,دروسبلین   قرص خوراکی 3 mg/0.03 mg,DROSBELIN   TABLET ORAL 3 mg/0.03 mg,DROSPIRENONE / ETHINYL ESTRADIOL TABLET ORAL 3 mg/0.03 mg,DROSPIRENONE / ETHINYL ESTRADIOL,G03FA13
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,کلاتوور   قرص خوراکی 15 mg,CLOTOVER   TABLET ORAL 15 mg,RIVAROXABAN TABLET ORAL 15 mg,RIVAROXABAN,B01AF01
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,اکتوپنتین   کپسول خوراکی 100 mg,ACTOPENTIN   CAPSULE ORAL 100 mg,GABAPENTIN CAPSULE ORAL 100 mg,GABAPENTIN,N03AX12
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,لایریور   کپسول خوراکی 75 mg,LYRIVER   CAPSULE ORAL 75 mg,PREGABALIN CAPSULE ORAL 75 mg,PREGABALIN,N03AX16
Ati Pharmed Pharmaceutical Company,دارو سازی آتی فارمد,دارو سازی آتی فارمد,الیت دارو,ایران,سیبل   قرص خوراکی 2 mg/0.035 mg,CYBELLE   TABLET ORAL 2 mg/0.035 mg,CYPROTERONE COMPOUND TABLET ORAL 2 mg/0.035 mg,CYPROTERONE COMPOUND,G03HB01
Actero middleeast,دارویی البرز زاگرس,Iclos Uruguay S.A. (Ex Laboratorios Clausen),الیت دارو,ایران,سوپریمون   قرص خوراکی 500 mg,SUPRIMUN   TABLET ORAL 500 mg,MYCOPHENOLATE MOFETIL TABLET ORAL 500 mg,MYCOPHENOLATE MOFETIL,L04AA06
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,موتیلوور   قرص خوراکی 10 mg,MOTILOVER   TABLET ORAL 10 mg,DOMPERIDONE TABLET ORAL 10 mg,DOMPERIDONE,A03FA03
Actero middleeast,اکترو خاورمیانه,اکترو خاورمیانه,الیت دارو,ایران,کربوکسا   محلول غلیظ تزریقی داخل وریدی 10 mg/1mL 15 mL,"CARBOXA   INJECTION, SOLUTION, CONCENTRATE INTRAVENOUS 10 mg/1mL 15 mL","CARBOPLATIN INJECTION, SOLUTION, CONCENTRATE INTRAVENOUS 10 mg/1mL 15 mL",CARBOPLATIN,L01XA02
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,لنزاکتو   کپسول انتریک کوتد خوراکی 30 mg,"LANSACTO   CAPSULE, DELAYED RELEASE ORAL 30 mg","LANSOPRAZOLE CAPSULE, DELAYED RELEASE ORAL 30 mg",LANSOPRAZOLE,A02BC03
Actoverco,اکتوورکو,"Krka, D. D., Novo Mesto",الیت دارو,ایران,آسنترا   قرص خوراکی 100 mg,ASENTRA   TABLET ORAL 100 mg,SERTRALINE (AS HYDROCHLORIDE) TABLET ORAL 100 mg,SERTRALINE (AS HYDROCHLORIDE),N06AB06
Actoverco,اکتوورکو,"Krka, D. D., Novo Mesto",الیت دارو,ایران,والساکور   قرص خوراکی 160 mg,VALSACOR   TABLET ORAL 160 mg,VALSARTAN TABLET ORAL 160 mg,VALSARTAN,C09CA03
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,اکتوپنتین   کپسول خوراکی 300 mg,ACTOPENTIN   CAPSULE ORAL 300 mg,GABAPENTIN CAPSULE ORAL 300 mg,GABAPENTIN,N03AX12
Actero middleeast,اکترو خاورمیانه,اکترو خاورمیانه,الیت دارو,ایران,انکوزار   پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 1 g  g,"ONCOZAR   INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1 g  g","GEMCITABINE (AS HYDROCHLORIDE) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1 g",GEMCITABINE (AS HYDROCHLORIDE),L01BC05
Merck Sante,اکتوورکو,Merck Kgaa,الیت دارو,فرانسه,آدانکور   قرص خوراکی 20 mg,ADANCOR   TABLET ORAL 20 mg,NICORANDIL TABLET ORAL 20 mg,NICORANDIL,C01DX16
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,اکتوفرون   پودر برای تهیه محلول تزریقی پرنترال 9600000 [iU]  ug,"ACTOFERON   INJECTION, POWDER, FOR SOLUTION PARENTERAL 9600000 [iU]  ug","INTERFERON BETA-1B INJECTION, POWDER, FOR SOLUTION PARENTERAL 9600000 [iU]",INTERFERON BETA-1B,L03AB08
Merck Sante,اکتوورکو,Merck Kgaa,الیت دارو,فرانسه,آدانکور   قرص خوراکی 10 mg,ADANCOR   TABLET ORAL 10 mg,NICORANDIL TABLET ORAL 10 mg,NICORANDIL,C01DX16
Baxter Oncology,اکتوورکو,Merck Sharp & Dohme,الیت دارو,آلمان,ستروتاید   پودر برای تهیه محلول تزریقی پرنترال 250 ug  ug,"CETROTIDE   INJECTION, POWDER, FOR SOLUTION PARENTERAL 250 ug  ug","CETRORELIX INJECTION, POWDER, FOR SOLUTION PARENTERAL 250 ug",CETRORELIX,H01CC02
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,اکتولوکاست   قرص جویدنی خوراکی 5 mg,"ACTOLUKAST   TABLET, CHEWABLE ORAL 5 mg","MONTELUKAST TABLET, CHEWABLE ORAL 5 mg",MONTELUKAST,R03DC03
Ati Pharmed Pharmaceutical Company,دارو سازی آتی فارمد,دارو سازی آتی فارمد,الیت دارو,ایران,دروسبلا   قرص خوراکی 3 mg/0.02 mg,DROSBELA   TABLET ORAL 3 mg/0.02 mg,DROSPIRENONE / ETHINYL ESTRADIOL TABLET ORAL 3 mg/0.02 mg,DROSPIRENONE / ETHINYL ESTRADIOL,G03FA17
Merck Serono S.p.a.,اکتوورکو,Merck Serono S.p.a.,الیت دارو,ایتالیا,گونال-اف   تزریقی پرنترال 600 [iU]/1mL 0.75 [iU],GONAL-F   INJECTION PARENTERAL 600 [iU]/1mL 0.75 [iU],FOLLITROPIN ALFA INJECTION PARENTERAL 600 [iU]/1mL 0.75 mL,FOLLITROPIN ALFA,G03GA05
Alhavi,الحاوی,الحاوی,الیت دارو,ایران,"پاراکید   سوسپانسیون، قطره خوراکی 100 mg/1mL 15 mL","PARAKID   SUSPENSION, DROPS ORAL 100 mg/1mL 15 mL","ACETAMINOPHEN SUSPENSION, DROPS ORAL 100 mg/1mL 15 mL",ACETAMINOPHEN,N02BE01
Ati Pharmed Pharmaceutical Company,دارو سازی آتی فارمد,دارو سازی آتی فارمد,الیت دارو,ایران,لویتود   قرص خوراکی 30 ug/0.15 mg,LEVITUDE   TABLET ORAL 30 ug/0.15 mg,CONTRACEPTIVE LD TABLET ORAL 30 ug/0.15 mg,CONTRACEPTIVE LD,G03FA04
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,اکتوور والوسپ   قرص خوراکی 5 mg/160 mg,ACTOVER VALOSAP   TABLET ORAL 5 mg/160 mg,AMLODIPINE (AS BESILATE) / VALSARTAN TABLET ORAL 5 mg/160 mg,AMLODIPINE (AS BESILATE) / VALSARTAN,C09DB01
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,زولیور   قرص خوراکی 5 mg,ZOLIVER   TABLET ORAL 5 mg,ZOLPIDEM TABLET ORAL 5 mg,ZOLPIDEM,N05CF02
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,زوویکس   قرص خوراکی 600 mg,XOVYX   TABLET ORAL 600 mg,LINEZOLID TABLET ORAL 600 mg,LINEZOLID,J01XX08
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,نوپایرو   محلول غلیظ تزریقی داخل وریدی 150 mg/1mL 6.7 mg,"NOPYRO   INJECTION, SOLUTION, CONCENTRATE INTRAVENOUS 150 mg/1mL 6.7 mg","ACETAMINOPHEN INJECTION, SOLUTION, CONCENTRATE INTRAVENOUS 150 mg/1mL 6.7 mL",ACETAMINOPHEN,N02BE01
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,امیت   کپسول خوراکی 125 mg,EMIT   CAPSULE ORAL 125 mg,APREPITANT CAPSULE ORAL 125 mg,APREPITANT,A04AD12
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,لایریور   کپسول خوراکی 50 mg,LYRIVER   CAPSULE ORAL 50 mg,PREGABALIN CAPSULE ORAL 50 mg,PREGABALIN,N03AX16
Merck Serono S.p.a.,اکتوورکو,Merck Europe BV,الیت دارو,ایتالیا,اوویترل   تزریقی پرنترال 500 ug/1mL 0.5 ug,OVITRELLE   INJECTION PARENTERAL 500 ug/1mL 0.5 ug,CHORIOGONADOTROPIN ALFA INJECTION PARENTERAL 500 ug/1mL 0.5 mL,CHORIOGONADOTROPIN ALFA,
Actero middleeast,اکترو خاورمیانه,اکترو خاورمیانه,الیت دارو,ایران,رینتکا   تزریقی پرنترال 20 mg/1mL 5 mL,RINTECA   INJECTION PARENTERAL 20 mg/1mL 5 mL,IRINOTECAN HYDROCHLORIDE INJECTION PARENTERAL 20 mg/1mL 5 mL,IRINOTECAN HYDROCHLORIDE,L01XX19
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,اپرینسا   قرص خوراکی 25 mg,EPRINSA   TABLET ORAL 25 mg,EPLERENONE TABLET ORAL 25 mg,EPLERENONE,C03DA04
Alhavi,الحاوی,الحاوی,الیت دارو,ایران,دیفن هیدرامین-الحاوی   محلول خوراکی 12.5 mg/5mL 60 mL,DIPHENHYDRAMINE-ALHAVI   SOLUTION ORAL 12.5 mg/5mL 60 mL,DIPHENHYDRAMINE HYDROCHLORIDE SOLUTION ORAL 12.5 mg/5mL 60 mL,DIPHENHYDRAMINE HYDROCHLORIDE,R06AA02
Pursina Pharmaceutical Co.,پور سینا,پور سینا,الیت دارو,ایران,ویتامین ب1   قرص خوراکی 300 mg,VITAMIN B1   TABLET ORAL 300 mg,VITAMIN B1 (THIAMINE) TABLET ORAL 300 mg,VITAMIN B1 (THIAMINE),A11DA01
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,امپاور پلاس   قرص خوراکی 12.5 mg/1000 mg,EMPAVER PLUS   TABLET ORAL 12.5 mg/1000 mg,EMPAGLIFLOZIN / METFORMIN HYDROCHLORIDE TABLET ORAL 12.5 mg/1000 mg,EMPAGLIFLOZIN / METFORMIN HYDROCHLORIDE,A10BD
Ati Pharmed Pharmaceutical Company,دارو سازی آتی فارمد,دارو سازی آتی فارمد,الیت دارو,ایران,فماتی   قرص خوراکی 2.5 mg,FEMATI   TABLET ORAL 2.5 mg,LETROZOLE TABLET ORAL 2.5 mg,LETROZOLE,L02BG04
Merck Kgaa,اکتوورکو,Merck Kgaa,الیت دارو,آلمان,یوتیروکس   قرص خوراکی 50 ug,EUTHYROX   TABLET ORAL 50 ug,LEVOTHYROXINE SODIUM TABLET ORAL 50 ug,LEVOTHYROXINE SODIUM,H03AA01
